   Time             I(L1)             Ibat              V(L1)             K2                K1                Vbat_U            Vbat            
 7.280000000E+003  0.000000000E+000 -1.349539269E-007 -8.131863143E-005  1.000000000E+000  0.000000000E+000 -6.409862199E-001  3.206409862E+002 
 7.290000000E+003  0.000000000E+000 -1.350094381E-007 -7.318553799E-007  1.000000000E+000  0.000000000E+000 -6.409862193E-001  3.206409862E+002 
 7.300000000E+003  0.000000000E+000 -1.349539269E-007 -8.130896066E-005  1.000000000E+000  0.000000000E+000 -6.409862187E-001  3.206409862E+002 
 7.310000000E+003  0.000000000E+000 -1.349539269E-007 -7.415248433E-007  1.000000000E+000  0.000000000E+000 -6.409862181E-001  3.206409862E+002 
 7.320000000E+003  0.000000000E+000 -1.349816825E-007 -8.129929228E-005  1.000000000E+000  0.000000000E+000 -6.409862175E-001  3.206409862E+002 
 7.330000000E+003  0.000000000E+000 -1.350371936E-007 -7.511918625E-007  1.000000000E+000  0.000000000E+000 -6.409862169E-001  3.206409862E+002 
 7.340000000E+003  0.000000000E+000 -1.350094381E-007 -8.128962622E-005  1.000000000E+000  0.000000000E+000 -6.409862163E-001  3.206409862E+002 
 7.350000000E+003  0.000000000E+000 -1.349816825E-007 -7.608566079E-007  1.000000000E+000  0.000000000E+000 -6.409862157E-001  3.206409862E+002 
 7.360000000E+003  0.000000000E+000 -1.349816825E-007 -8.127996256E-005  1.000000000E+000  0.000000000E+000 -6.409862151E-001  3.206409862E+002 
 7.370000000E+003  0.000000000E+000 -1.349539269E-007 -7.705189091E-007  1.000000000E+000  0.000000000E+000 -6.409862145E-001  3.206409862E+002 
 7.380000000E+003  0.000000000E+000 -1.349539269E-007 -8.127030128E-005  1.000000000E+000  0.000000000E+000 -6.409862139E-001  3.206409862E+002 
 7.390000000E+003  0.000000000E+000 -1.349539269E-007 -7.801789366E-007  1.000000000E+000  0.000000000E+000 -6.409862133E-001  3.206409862E+002 
 7.400000000E+003  0.000000000E+000 -1.349539269E-007 -8.126064228E-005  1.000000000E+000  0.000000000E+000 -6.409862127E-001  3.206409862E+002 
 7.410000000E+003  0.000000000E+000 -1.350094381E-007 -7.898366334E-007  1.000000000E+000  0.000000000E+000 -6.409862121E-001  3.206409862E+002 
 7.420000000E+003  0.000000000E+000 -1.350094381E-007 -8.125098560E-005  1.000000000E+000  0.000000000E+000 -6.409862115E-001  3.206409862E+002 
 7.430000000E+003  0.000000000E+000 -1.349539269E-007 -7.994920566E-007  1.000000000E+000  0.000000000E+000 -6.409862109E-001  3.206409862E+002 
 7.440000000E+003  0.000000000E+000 -1.349816825E-007 -8.124133120E-005  1.000000000E+000  0.000000000E+000 -6.409862103E-001  3.206409862E+002 
 7.450000000E+003  0.000000000E+000 -1.350094381E-007 -8.091451491E-007  1.000000000E+000  0.000000000E+000 -6.409862097E-001  3.206409862E+002 
 7.460000000E+003  0.000000000E+000 -1.349539269E-007 -8.123167908E-005  1.000000000E+000  0.000000000E+000 -6.409862091E-001  3.206409862E+002 
 7.470000000E+003  0.000000000E+000 -1.349816825E-007 -8.187959679E-007  1.000000000E+000  0.000000000E+000 -6.409862085E-001  3.206409862E+002 
 7.480000000E+003  0.000000000E+000 -1.349539269E-007 -8.122202922E-005  1.000000000E+000  0.000000000E+000 -6.409862079E-001  3.206409862E+002 
 7.490000000E+003  0.000000000E+000 -1.349816825E-007 -8.284445130E-007  1.000000000E+000  0.000000000E+000 -6.409862073E-001  3.206409862E+002 
 7.500000000E+003  0.000000000E+000 -1.349816825E-007 -8.121238176E-005  1.000000000E+000  0.000000000E+000 -6.409862067E-001  3.206409862E+002 
 7.510000000E+003  0.000000000E+000 -1.349816825E-007 -8.380906706E-007  1.000000000E+000  0.000000000E+000 -6.409862061E-001  3.206409862E+002 
 7.520000000E+003  0.000000000E+000 -1.349261713E-007 -8.120273657E-005  1.000000000E+000  0.000000000E+000 -6.409862055E-001  3.206409862E+002 
 7.530000000E+003  0.000000000E+000 -1.349816825E-007 -8.477345546E-007  1.000000000E+000  0.000000000E+000 -6.409862049E-001  3.206409862E+002 
 7.540000000E+003  0.000000000E+000 -1.349539269E-007 -8.119309376E-005  1.000000000E+000  0.000000000E+000 -6.409862043E-001  3.206409862E+002 
 7.550000000E+003  0.000000000E+000 -1.349816825E-007 -8.573759942E-007  1.000000000E+000  0.000000000E+000 -6.409862037E-001  3.206409862E+002 
 7.560000000E+003  0.000000000E+000 -1.350094381E-007 -8.118345335E-005  1.000000000E+000  0.000000000E+000 -6.409862031E-001  3.206409862E+002 
 7.570000000E+003  0.000000000E+000 -1.350094381E-007 -8.670152170E-007  1.000000000E+000  0.000000000E+000 -6.409862025E-001  3.206409862E+002 
 7.580000000E+003  0.000000000E+000 -1.349816825E-007 -8.117381509E-005  1.000000000E+000  0.000000000E+000 -6.409862019E-001  3.206409862E+002 
 7.590000000E+003  0.000000000E+000 -1.350094381E-007 -8.766521091E-007  1.000000000E+000  0.000000000E+000 -6.409862013E-001  3.206409862E+002 
 7.600000000E+003  0.000000000E+000 -1.349816825E-007 -8.116417922E-005  1.000000000E+000  0.000000000E+000 -6.409862007E-001  3.206409862E+002 
 7.610000000E+003  0.000000000E+000 -1.349539269E-007 -8.862867276E-007  1.000000000E+000  0.000000000E+000 -6.409862001E-001  3.206409862E+002 
 7.620000000E+003  0.000000000E+000 -1.350094381E-007 -8.115454551E-005  1.000000000E+000  0.000000000E+000 -6.409861995E-001  3.206409862E+002 
 7.630000000E+003  0.000000000E+000 -1.350094381E-007 -8.959191291E-007  1.000000000E+000  0.000000000E+000 -6.409861989E-001  3.206409862E+002 
 7.640000000E+003  0.000000000E+000 -1.350094381E-007 -8.114491419E-005  1.000000000E+000  0.000000000E+000 -6.409861983E-001  3.206409862E+002 
 7.650000000E+003  0.000000000E+000 -1.349539269E-007 -9.055491432E-007  1.000000000E+000  0.000000000E+000 -6.409861977E-001  3.206409862E+002 
 7.660000000E+003  0.000000000E+000 -1.349816825E-007 -8.113528514E-005  1.000000000E+000  0.000000000E+000 -6.409861971E-001  3.206409862E+002 
 7.670000000E+003  0.000000000E+000 -1.350094381E-007 -9.151769405E-007  1.000000000E+000  0.000000000E+000 -6.409861965E-001  3.206409862E+002 
 7.680000000E+003  0.000000000E+000 -1.349539269E-007 -8.112565843E-005  1.000000000E+000  0.000000000E+000 -6.409861959E-001  3.206409862E+002 
 7.690000000E+003  0.000000000E+000 -1.349539269E-007 -9.248022934E-007  1.000000000E+000  0.000000000E+000 -6.409861953E-001  3.206409862E+002 
 7.700000000E+003  0.000000000E+000 -1.349816825E-007 -8.111603410E-005  1.000000000E+000  0.000000000E+000 -6.409861947E-001  3.206409862E+002 
 7.710000000E+003  0.000000000E+000 -1.350094381E-007 -9.344253726E-007  1.000000000E+000  0.000000000E+000 -6.409861941E-001  3.206409862E+002 
 7.720000000E+003  0.000000000E+000 -1.349816825E-007 -8.110641204E-005  1.000000000E+000  0.000000000E+000 -6.409861935E-001  3.206409862E+002 
 7.730000000E+003  0.000000000E+000 -1.349539269E-007 -9.440460644E-007  1.000000000E+000  0.000000000E+000 -6.409861929E-001  3.206409862E+002 
 7.740000000E+003  0.000000000E+000 -1.349539269E-007 -8.109679231E-005  1.000000000E+000  0.000000000E+000 -6.409861923E-001  3.206409862E+002 
 7.750000000E+003  0.000000000E+000 -1.349816825E-007 -9.536645393E-007  1.000000000E+000  0.000000000E+000 -6.409861917E-001  3.206409862E+002 
 7.760000000E+003  0.000000000E+000 -1.349539269E-007 -8.108717486E-005  1.000000000E+000  0.000000000E+000 -6.409861911E-001  3.206409862E+002 
 7.770000000E+003  0.000000000E+000 -1.349816825E-007 -9.632806837E-007  1.000000000E+000  0.000000000E+000 -6.409861905E-001  3.206409862E+002 
 7.780000000E+003  0.000000000E+000 -1.350371936E-007 -8.107755974E-005  1.000000000E+000  0.000000000E+000 -6.409861899E-001  3.206409862E+002 
 7.790000000E+003  0.000000000E+000 -1.349816825E-007 -9.728944974E-007  1.000000000E+000  0.000000000E+000 -6.409861893E-001  3.206409862E+002 
 7.800000000E+003  0.000000000E+000 -1.350094381E-007 -8.106794689E-005  1.000000000E+000  0.000000000E+000 -6.409861887E-001  3.206409862E+002 
 7.810000000E+003  0.000000000E+000 -1.350094381E-007 -9.825060374E-007  1.000000000E+000  0.000000000E+000 -6.409861881E-001  3.206409862E+002 
 7.820000000E+003  0.000000000E+000 -1.349539269E-007 -8.105833643E-005  1.000000000E+000  0.000000000E+000 -6.409861875E-001  3.206409862E+002 
 7.830000000E+003  0.000000000E+000 -1.349816825E-007 -9.921151900E-007  1.000000000E+000  0.000000000E+000 -6.409861869E-001  3.206409862E+002 
 7.840000000E+003  0.000000000E+000 -1.349539269E-007 -8.104872830E-005  1.000000000E+000  0.000000000E+000 -6.409861863E-001  3.206409862E+002 
 7.850000000E+003  0.000000000E+000 -1.349539269E-007 -1.001722012E-006  1.000000000E+000  0.000000000E+000 -6.409861857E-001  3.206409862E+002 
 7.860000000E+003  0.000000000E+000 -1.350094381E-007 -8.103912251E-005  1.000000000E+000  0.000000000E+000 -6.409861851E-001  3.206409862E+002 
 7.870000000E+003  0.000000000E+000 -1.349539269E-007 -1.011326503E-006  1.000000000E+000  0.000000000E+000 -6.409861845E-001  3.206409862E+002 
 7.880000000E+003  0.000000000E+000 -1.349816825E-007 -8.102951904E-005  1.000000000E+000  0.000000000E+000 -6.409861839E-001  3.206409862E+002 
 7.890000000E+003  0.000000000E+000 -1.349816825E-007 -1.020928721E-006  1.000000000E+000  0.000000000E+000 -6.409861833E-001  3.206409862E+002 
 7.900000000E+003  0.000000000E+000 -1.349539269E-007 -8.101991784E-005  1.000000000E+000  0.000000000E+000 -6.409861827E-001  3.206409862E+002 
 7.910000000E+003  0.000000000E+000 -1.349816825E-007 -1.030528551E-006  1.000000000E+000  0.000000000E+000 -6.409861821E-001  3.206409862E+002 
 7.920000000E+003  0.000000000E+000 -1.350094381E-007 -8.101031904E-005  1.000000000E+000  0.000000000E+000 -6.409861815E-001  3.206409862E+002 
 7.930000000E+003  0.000000000E+000 -1.349816825E-007 -1.040126108E-006  1.000000000E+000  0.000000000E+000 -6.409861809E-001  3.206409862E+002 
 7.940000000E+003  0.000000000E+000 -1.350094381E-007 -8.100072239E-005  1.000000000E+000  0.000000000E+000 -6.409861803E-001  3.206409862E+002 
 7.950000000E+003  0.000000000E+000 -1.349539269E-007 -1.049721504E-006  1.000000000E+000  0.000000000E+000 -6.409861797E-001  3.206409862E+002 
 7.960000000E+003  0.000000000E+000 -1.349816825E-007 -8.099112807E-005  1.000000000E+000  0.000000000E+000 -6.409861791E-001  3.206409862E+002 
 7.970000000E+003  0.000000000E+000 -1.349539269E-007 -1.059314513E-006  1.000000000E+000  0.000000000E+000 -6.409861785E-001  3.206409862E+002 
 7.980000000E+003  0.000000000E+000 -1.349539269E-007 -8.098153603E-005  1.000000000E+000  0.000000000E+000 -6.409861779E-001  3.206409862E+002 
 7.990000000E+003  0.000000000E+000 -1.350094381E-007 -1.068905249E-006  1.000000000E+000  0.000000000E+000 -6.409861773E-001  3.206409862E+002 
 8.000000000E+003  0.000000000E+000 -1.349816825E-007 -8.097194637E-005  1.000000000E+000  0.000000000E+000 -6.409861767E-001  3.206409862E+002 
 8.010000000E+003  0.000000000E+000 -1.349816825E-007 -1.078493540E-006  1.000000000E+000  0.000000000E+000 -6.409861761E-001  3.206409862E+002 
 8.020000000E+003  0.000000000E+000 -1.350094381E-007 -8.096235899E-005  1.000000000E+000  0.000000000E+000 -6.409861755E-001  3.206409862E+002 
 8.030000000E+003  0.000000000E+000 -1.349816825E-007 -1.088079728E-006  1.000000000E+000  0.000000000E+000 -6.409861749E-001  3.206409862E+002 
 8.040000000E+003  0.000000000E+000 -1.349539269E-007 -8.095277383E-005  1.000000000E+000  0.000000000E+000 -6.409861743E-001  3.206409862E+002 
 8.050000000E+003  0.000000000E+000 -1.349539269E-007 -1.097663528E-006  1.000000000E+000  0.000000000E+000 -6.409861737E-001  3.206409862E+002 
 8.060000000E+003  0.000000000E+000 -1.349539269E-007 -8.094319105E-005  1.000000000E+000  0.000000000E+000 -6.409861731E-001  3.206409862E+002 
 8.070000000E+003  0.000000000E+000 -1.349816825E-007 -1.107245055E-006  1.000000000E+000  0.000000000E+000 -6.409861725E-001  3.206409862E+002 
 8.080000000E+003  0.000000000E+000 -1.349816825E-007 -8.093361049E-005  1.000000000E+000  0.000000000E+000 -6.409861719E-001  3.206409862E+002 
 8.090000000E+003  0.000000000E+000 -1.349539269E-007 -1.116824308E-006  1.000000000E+000  0.000000000E+000 -6.409861713E-001  3.206409862E+002 
 8.100000000E+003  0.000000000E+000 -1.349816825E-007 -8.092403226E-005  1.000000000E+000  0.000000000E+000 -6.409861707E-001  3.206409862E+002 
 8.110000000E+003  0.000000000E+000 -1.350094381E-007 -1.126401287E-006  1.000000000E+000  0.000000000E+000 -6.409861701E-001  3.206409862E+002 
 8.120000000E+003  0.000000000E+000 -1.349539269E-007 -8.091445625E-005  1.000000000E+000  0.000000000E+000 -6.409861695E-001  3.206409862E+002 
 8.130000000E+003  0.000000000E+000 -1.349816825E-007 -1.135975992E-006  1.000000000E+000  0.000000000E+000 -6.409861689E-001  3.206409862E+002 
 8.140000000E+003  0.000000000E+000 -1.350094381E-007 -8.090488262E-005  1.000000000E+000  0.000000000E+000 -6.409861683E-001  3.206409862E+002 
 8.150000000E+003  0.000000000E+000 -1.349816825E-007 -1.145548310E-006  1.000000000E+000  0.000000000E+000 -6.409861677E-001  3.206409862E+002 
 8.160000000E+003  0.000000000E+000 -1.349816825E-007 -8.089531127E-005  1.000000000E+000  0.000000000E+000 -6.409861671E-001  3.206409862E+002 
 8.170000000E+003  0.000000000E+000 -1.349816825E-007 -1.155118412E-006  1.000000000E+000  0.000000000E+000 -6.409861665E-001  3.206409862E+002 
 8.180000000E+003  0.000000000E+000 -1.350094381E-007 -8.088574219E-005  1.000000000E+000  0.000000000E+000 -6.409861659E-001  3.206409862E+002 
 8.190000000E+003  0.000000000E+000 -1.349816825E-007 -1.164686125E-006  1.000000000E+000  0.000000000E+000 -6.409861653E-001  3.206409862E+002 
 8.200000000E+003  0.000000000E+000 -1.349539269E-007 -8.087617550E-005  1.000000000E+000  0.000000000E+000 -6.409861647E-001  3.206409862E+002 
 8.210000000E+003  0.000000000E+000 -1.350094381E-007 -1.174251565E-006  1.000000000E+000  0.000000000E+000 -6.409861641E-001  3.206409862E+002 
 8.220000000E+003  0.000000000E+000 -1.349816825E-007 -8.086661109E-005  1.000000000E+000  0.000000000E+000 -6.409861635E-001  3.206409862E+002 
 8.230000000E+003  0.000000000E+000 -1.349539269E-007 -1.183814675E-006  1.000000000E+000  0.000000000E+000 -6.409861629E-001  3.206409862E+002 
 8.240000000E+003  0.000000000E+000 -1.349539269E-007 -8.085704894E-005  1.000000000E+000  0.000000000E+000 -6.409861623E-001  3.206409862E+002 
 8.250000000E+003  0.000000000E+000 -1.350094381E-007 -1.193375567E-006  1.000000000E+000  0.000000000E+000 -6.409861617E-001  3.206409862E+002 
 8.260000000E+003  0.000000000E+000 -1.349539269E-007 -8.084748902E-005  1.000000000E+000  0.000000000E+000 -6.409861611E-001  3.206409862E+002 
 8.270000000E+003  0.000000000E+000 -1.349816825E-007 -1.202934129E-006  1.000000000E+000  0.000000000E+000 -6.409861605E-001  3.206409862E+002 
 8.280000000E+003  0.000000000E+000 -1.349539269E-007 -8.083793153E-005  1.000000000E+000  0.000000000E+000 -6.409861599E-001  3.206409862E+002 
 8.290000000E+003  0.000000000E+000 -1.349816825E-007 -1.212490361E-006  1.000000000E+000  0.000000000E+000 -6.409861593E-001  3.206409862E+002 
 8.300000000E+003  0.000000000E+000 -1.350371936E-007 -8.082837621E-005  1.000000000E+000  0.000000000E+000 -6.409861587E-001  3.206409862E+002 
 8.310000000E+003  0.000000000E+000 -1.349539269E-007 -1.222044375E-006  1.000000000E+000  0.000000000E+000 -6.409861581E-001  3.206409862E+002 
 8.320000000E+003  0.000000000E+000 -1.350094381E-007 -8.081882328E-005  1.000000000E+000  0.000000000E+000 -6.409861575E-001  3.206409862E+002 
 8.330000000E+003  0.000000000E+000 -1.349816825E-007 -1.231595945E-006  1.000000000E+000  0.000000000E+000 -6.409861569E-001  3.206409862E+002 
 8.340000000E+003  0.000000000E+000 -1.350094381E-007 -8.080927273E-005  1.000000000E+000  0.000000000E+000 -6.409861563E-001  3.206409862E+002 
 8.350000000E+003  0.000000000E+000 -1.349816825E-007 -1.241145299E-006  1.000000000E+000  0.000000000E+000 -6.409861557E-001  3.206409862E+002 
 8.360000000E+003  0.000000000E+000 -1.349816825E-007 -8.079972434E-005  1.000000000E+000  0.000000000E+000 -6.409861551E-001  3.206409862E+002 
 8.370000000E+003  0.000000000E+000 -1.350094381E-007 -1.250692321E-006  1.000000000E+000  0.000000000E+000 -6.409861545E-001  3.206409862E+002 
 8.380000000E+003  0.000000000E+000 -1.349816825E-007 -8.079017834E-005  1.000000000E+000  0.000000000E+000 -6.409861539E-001  3.206409862E+002 
 8.390000000E+003  0.000000000E+000 -1.349816825E-007 -1.260237070E-006  1.000000000E+000  0.000000000E+000 -6.409861533E-001  3.206409862E+002 
 8.400000000E+003  0.000000000E+000 -1.349816825E-007 -8.078063456E-005  1.000000000E+000  0.000000000E+000 -6.409861527E-001  3.206409862E+002 
 8.410000000E+003  0.000000000E+000 -1.349539269E-007 -1.269779602E-006  1.000000000E+000  0.000000000E+000 -6.409861521E-001  3.206409862E+002 
 8.420000000E+003  0.000000000E+000 -1.349816825E-007 -8.077109305E-005  1.000000000E+000  0.000000000E+000 -6.409861515E-001  3.206409862E+002 
 8.430000000E+003  0.000000000E+000 -1.349816825E-007 -1.279319804E-006  1.000000000E+000  0.000000000E+000 -6.409861509E-001  3.206409862E+002 
 8.440000000E+003  0.000000000E+000 -1.349816825E-007 -8.076155382E-005  1.000000000E+000  0.000000000E+000 -6.409861503E-001  3.206409861E+002 
 8.450000000E+003  0.000000000E+000 -1.349539269E-007 -1.288857732E-006  1.000000000E+000  0.000000000E+000 -6.409861497E-001  3.206409861E+002 
 8.460000000E+003  0.000000000E+000 -1.349539269E-007 -8.075201697E-005  1.000000000E+000  0.000000000E+000 -6.409861491E-001  3.206409861E+002 
 8.470000000E+003  0.000000000E+000 -1.349816825E-007 -1.298393272E-006  1.000000000E+000  0.000000000E+000 -6.409861485E-001  3.206409861E+002 
 8.480000000E+003  0.000000000E+000 -1.349816825E-007 -8.074248234E-005  1.000000000E+000  0.000000000E+000 -6.409861479E-001  3.206409861E+002 
 8.490000000E+003  0.000000000E+000 -1.349539269E-007 -1.307926652E-006  1.000000000E+000  0.000000000E+000 -6.409861473E-001  3.206409861E+002 
 8.500000000E+003  0.000000000E+000 -1.349539269E-007 -8.073294998E-005  1.000000000E+000  0.000000000E+000 -6.409861467E-001  3.206409861E+002 
 8.510000000E+003  0.000000000E+000 -1.349816825E-007 -1.317457702E-006  1.000000000E+000  0.000000000E+000 -6.409861461E-001  3.206409861E+002 
 8.520000000E+003  0.000000000E+000 -1.350094381E-007 -8.072341996E-005  1.000000000E+000  0.000000000E+000 -6.409861455E-001  3.206409861E+002 
 8.530000000E+003  0.000000000E+000 -1.350094381E-007 -1.326986478E-006  1.000000000E+000  0.000000000E+000 -6.409861449E-001  3.206409861E+002 
 8.540000000E+003  0.000000000E+000 -1.349816825E-007 -8.071389215E-005  1.000000000E+000  0.000000000E+000 -6.409861443E-001  3.206409861E+002 
 8.550000000E+003  0.000000000E+000 -1.350094381E-007 -1.336512980E-006  1.000000000E+000  0.000000000E+000 -6.409861437E-001  3.206409861E+002 
 8.560000000E+003  0.000000000E+000 -1.349539269E-007 -8.070436667E-005  1.000000000E+000  0.000000000E+000 -6.409861431E-001  3.206409861E+002 
 8.570000000E+003  0.000000000E+000 -1.350094381E-007 -1.346037209E-006  1.000000000E+000  0.000000000E+000 -6.409861425E-001  3.206409861E+002 
 8.580000000E+003  0.000000000E+000 -1.349816825E-007 -8.069484335E-005  1.000000000E+000  0.000000000E+000 -6.409861419E-001  3.206409861E+002 
 8.590000000E+003  0.000000000E+000 -1.350094381E-007 -1.355559220E-006  1.000000000E+000  0.000000000E+000 -6.409861413E-001  3.206409861E+002 
 8.600000000E+003  0.000000000E+000 -1.349539269E-007 -8.068532242E-005  1.000000000E+000  0.000000000E+000 -6.409861407E-001  3.206409861E+002 
 8.610000000E+003  0.000000000E+000 -1.350094381E-007 -1.365078901E-006  1.000000000E+000  0.000000000E+000 -6.409861401E-001  3.206409861E+002 
 8.620000000E+003  0.000000000E+000 -1.349816825E-007 -8.067580376E-005  1.000000000E+000  0.000000000E+000 -6.409861395E-001  3.206409861E+002 
 8.630000000E+003  0.000000000E+000 -1.349539269E-007 -1.374596252E-006  1.000000000E+000  0.000000000E+000 -6.409861389E-001  3.206409861E+002 
 8.640000000E+003  0.000000000E+000 -1.349539269E-007 -8.066628737E-005  1.000000000E+000  0.000000000E+000 -6.409861383E-001  3.206409861E+002 
 8.650000000E+003  0.000000000E+000 -1.349816825E-007 -1.384111272E-006  1.000000000E+000  0.000000000E+000 -6.409861377E-001  3.206409861E+002 
 8.660000000E+003  0.000000000E+000 -1.350094381E-007 -8.065677338E-005  1.000000000E+000  0.000000000E+000 -6.409861371E-001  3.206409861E+002 
 8.670000000E+003  0.000000000E+000 -1.349539269E-007 -1.393624075E-006  1.000000000E+000  0.000000000E+000 -6.409861365E-001  3.206409861E+002 
 8.680000000E+003  0.000000000E+000 -1.349539269E-007 -8.064726154E-005  1.000000000E+000  0.000000000E+000 -6.409861359E-001  3.206409861E+002 
 8.690000000E+003  0.000000000E+000 -1.350094381E-007 -1.403134547E-006  1.000000000E+000  0.000000000E+000 -6.409861353E-001  3.206409861E+002 
 8.700000000E+003  0.000000000E+000 -1.350094381E-007 -8.063775209E-005  1.000000000E+000  0.000000000E+000 -6.409861347E-001  3.206409861E+002 
 8.710000000E+003  0.000000000E+000 -1.349816825E-007 -1.412642803E-006  1.000000000E+000  0.000000000E+000 -6.409861341E-001  3.206409861E+002 
 8.720000000E+003  0.000000000E+000 -1.349539269E-007 -8.062824480E-005  1.000000000E+000  0.000000000E+000 -6.409861335E-001  3.206409861E+002 
 8.730000000E+003  0.000000000E+000 -1.349816825E-007 -1.422148728E-006  1.000000000E+000  0.000000000E+000 -6.409861329E-001  3.206409861E+002 
 8.740000000E+003  0.000000000E+000 -1.350094381E-007 -8.061873990E-005  1.000000000E+000  0.000000000E+000 -6.409861323E-001  3.206409861E+002 
 8.750000000E+003  0.000000000E+000 -1.349539269E-007 -1.431652379E-006  1.000000000E+000  0.000000000E+000 -6.409861317E-001  3.206409861E+002 
 8.760000000E+003  0.000000000E+000 -1.349539269E-007 -8.060923722E-005  1.000000000E+000  0.000000000E+000 -6.409861311E-001  3.206409861E+002 
 8.770000000E+003  0.000000000E+000 -1.350094381E-007 -1.441153756E-006  1.000000000E+000  0.000000000E+000 -6.409861305E-001  3.206409861E+002 
 8.780000000E+003  0.000000000E+000 -1.349816825E-007 -8.059973686E-005  1.000000000E+000  0.000000000E+000 -6.409861299E-001  3.206409861E+002 
 8.790000000E+003  0.000000000E+000 -1.350094381E-007 -1.450652746E-006  1.000000000E+000  0.000000000E+000 -6.409861293E-001  3.206409861E+002 
 8.800000000E+003  0.000000000E+000 -1.349816825E-007 -8.059023889E-005  1.000000000E+000  0.000000000E+000 -6.409861287E-001  3.206409861E+002 
 8.810000000E+003  0.000000000E+000 -1.349816825E-007 -1.460149520E-006  1.000000000E+000  0.000000000E+000 -6.409861281E-001  3.206409861E+002 
 8.820000000E+003  0.000000000E+000 -1.350094381E-007 -8.058074309E-005  1.000000000E+000  0.000000000E+000 -6.409861275E-001  3.206409861E+002 
 8.830000000E+003  0.000000000E+000 -1.349539269E-007 -1.469643962E-006  1.000000000E+000  0.000000000E+000 -6.409861269E-001  3.206409861E+002 
 8.840000000E+003  0.000000000E+000 -1.350094381E-007 -8.057124967E-005  1.000000000E+000  0.000000000E+000 -6.409861263E-001  3.206409861E+002 
 8.850000000E+003  0.000000000E+000 -1.349539269E-007 -1.479136188E-006  1.000000000E+000  0.000000000E+000 -6.409861257E-001  3.206409861E+002 
 8.860000000E+003  0.000000000E+000 -1.349816825E-007 -8.056175841E-005  1.000000000E+000  0.000000000E+000 -6.409861251E-001  3.206409861E+002 
 8.870000000E+003  0.000000000E+000 -1.349816825E-007 -1.488626140E-006  1.000000000E+000  0.000000000E+000 -6.409861245E-001  3.206409861E+002 
 8.880000000E+003  0.000000000E+000 -1.350094381E-007 -8.055226948E-005  1.000000000E+000  0.000000000E+000 -6.409861239E-001  3.206409861E+002 
 8.890000000E+003  0.000000000E+000 -1.349816825E-007 -1.498113818E-006  1.000000000E+000  0.000000000E+000 -6.409861233E-001  3.206409861E+002 
 8.900000000E+003  0.000000000E+000 -1.349816825E-007 -8.054278277E-005  1.000000000E+000  0.000000000E+000 -6.409861227E-001  3.206409861E+002 
 8.910000000E+003  0.000000000E+000 -1.349816825E-007 -1.507599222E-006  1.000000000E+000  0.000000000E+000 -6.409861221E-001  3.206409861E+002 
 8.920000000E+003  0.000000000E+000 -1.349816825E-007 -8.053329839E-005  1.000000000E+000  0.000000000E+000 -6.409861215E-001  3.206409861E+002 
 8.930000000E+003  0.000000000E+000 -1.350094381E-007 -1.517082296E-006  1.000000000E+000  0.000000000E+000 -6.409861209E-001  3.206409861E+002 
 8.940000000E+003  0.000000000E+000 -1.349539269E-007 -8.052381628E-005  1.000000000E+000  0.000000000E+000 -6.409861203E-001  3.206409861E+002 
 8.950000000E+003  0.000000000E+000 -1.350094381E-007 -1.526563153E-006  1.000000000E+000  0.000000000E+000 -6.409861197E-001  3.206409861E+002 
 8.960000000E+003  0.000000000E+000 -1.349816825E-007 -8.051433639E-005  1.000000000E+000  0.000000000E+000 -6.409861191E-001  3.206409861E+002 
 8.970000000E+003  0.000000000E+000 -1.349539269E-007 -1.536041736E-006  1.000000000E+000  0.000000000E+000 -6.409861185E-001  3.206409861E+002 
 8.980000000E+003  0.000000000E+000 -1.349539269E-007 -8.050485883E-005  1.000000000E+000  0.000000000E+000 -6.409861179E-001  3.206409861E+002 
 8.990000000E+003  0.000000000E+000 -1.350094381E-007 -1.545518046E-006  1.000000000E+000  0.000000000E+000 -6.409861173E-001  3.206409861E+002 
 9.000000000E+003  0.000000000E+000 -1.349816825E-007 -8.049538349E-005  1.000000000E+000  0.000000000E+000 -6.409861167E-001  3.206409861E+002 
 9.010000000E+003  0.000000000E+000 -1.349539269E-007 -1.554992139E-006  1.000000000E+000  0.000000000E+000 -6.409861161E-001  3.206409861E+002 
 9.020000000E+003  0.000000000E+000 -1.349816825E-007 -8.048591042E-005  1.000000000E+000  0.000000000E+000 -6.409861155E-001  3.206409861E+002 
 9.030000000E+003  0.000000000E+000 -1.349816825E-007 -1.564463901E-006  1.000000000E+000  0.000000000E+000 -6.409861149E-001  3.206409861E+002 
 9.040000000E+003  0.000000000E+000 -1.350094381E-007 -8.047643956E-005  1.000000000E+000  0.000000000E+000 -6.409861143E-001  3.206409861E+002 
 9.050000000E+003  0.000000000E+000 -1.349539269E-007 -1.573933503E-006  1.000000000E+000  0.000000000E+000 -6.409861137E-001  3.206409861E+002 
 9.060000000E+003  0.000000000E+000 -1.349539269E-007 -8.046697104E-005  1.000000000E+000  0.000000000E+000 -6.409861131E-001  3.206409861E+002 
 9.070000000E+003  0.000000000E+000 -1.350371936E-007 -1.583400717E-006  1.000000000E+000  0.000000000E+000 -6.409861125E-001  3.206409861E+002 
 9.080000000E+003  0.000000000E+000 -1.349816825E-007 -8.045750479E-005  1.000000000E+000  0.000000000E+000 -6.409861119E-001  3.206409861E+002 
